day,Calopeia,Sorange,Tyran,Entworpe,Fardo
1170,61,73,6,0,14
1171,15,50,18,0,0
1172,25,78,0,0,14
1173,12,80,33,250,0
1174,13,59,52,0,68
1175,14,76,14,0,0
1176,61,131,15,0,3
1177,29,87,27,0,2
1178,25,89,25,0,60
1179,94,125,10,0,0
1180,35,101,20,0,7
1181,38,143,18,0,14
1182,35,66,19,0,16
1183,11,87,57,0,16
1184,36,116,10,0,17
1185,23,64,3,0,4
1186,30,112,12,0,0
1187,34,140,25,0,14
1188,36,86,60,0,24
1189,22,74,5,0,0
1190,60,98,28,0,38
1191,33,84,11,0,22
1192,22,153,8,250,35
1193,20,101,36,0,24
1194,34,96,7,0,2
1195,44,48,54,0,2
1196,36,99,0,0,2
1197,42,66,0,0,12
1198,66,108,0,0,46
1199,72,100,6,0,6
1200,42,58,31,0,4
1201,42,81,9,0,12
1202,56,81,20,0,20
1203,44,91,32,0,17
1204,34,56,17,0,37
1205,57,98,5,0,20
1206,56,86,13,0,24
1207,41,129,22,0,10
1208,80,84,32,0,0
1209,58,71,7,0,11
1210,57,113,40,0,8
1211,74,79,15,250,20
1212,21,77,42,250,19
1213,52,118,4,0,0
1214,60,97,3,0,54
1215,74,86,33,250,9
1216,50,88,10,0,19
1217,127,110,2,250,10
1218,84,103,52,0,28
1219,32,73,0,0,17
1220,29,89,0,0,7
1221,58,77,25,0,17
1222,62,156,28,0,3
1223,106,70,2,0,0
1224,97,108,20,0,10
1225,41,98,10,0,12
1226,67,121,7,0,77
1227,28,107,23,0,33
1228,61,79,22,0,10
1229,30,100,0,0,19
1230,80,80,3,250,40
1231,44,109,7,0,5
1232,80,82,0,0,10
1233,56,119,48,0,23
1234,61,93,60,0,15
1235,30,112,0,0,11
1236,55,93,67,0,4
1237,42,160,29,0,17
1238,64,97,0,0,22
1239,70,105,2,250,13
1240,44,98,3,0,35
1241,78,46,6,0,9
1242,70,92,3,0,25
1243,28,80,2,0,8
1244,65,112,52,0,3
1245,79,81,25,0,4
1246,74,53,24,0,31
1247,50,82,5,0,66
1248,81,131,21,0,33
1249,51,94,43,250,6
1250,69,113,30,0,24
1251,47,109,3,0,0
1252,54,123,3,0,9
1253,76,54,7,0,17
1254,75,83,0,0,22
1255,36,109,41,0,4
1256,64,122,17,0,10
1257,59,129,2,0,5
1258,36,81,16,0,9
1259,41,114,30,0,18
1260,68,92,23,0,5
1261,51,99,3,0,22
1262,102,73,20,0,0
1263,86,92,11,0,26
1264,41,90,34,0,0
1265,74,140,12,0,0
1266,109,113,0,0,26
1267,61,104,2,0,19
1268,28,115,8,0,0
1269,63,98,41,0,14
1270,76,82,0,0,0
1271,106,56,56,0,23
1272,42,91,40,0,5
1273,80,77,40,0,8
1274,44,64,29,0,23
1275,75,84,9,0,4
1276,72,175,27,0,19
1277,124,131,4,250,27
1278,56,104,0,0,20
1279,83,134,14,0,24
1280,68,77,10,0,27
1281,69,91,2,0,2
1282,51,95,0,0,21
1283,87,91,15,0,52
1284,109,139,0,0,19
1285,57,129,24,0,8
1286,62,113,5,0,13
1287,47,141,17,0,32
1288,52,119,20,0,19
1289,122,111,0,0,34
1290,58,78,21,0,11
1291,38,82,8,0,6
1292,76,136,27,0,41
1293,57,110,13,0,7
1294,91,120,0,0,16
1295,67,80,0,0,11
1296,49,186,24,0,17
1297,67,112,4,0,28
1298,88,88,3,0,24
1299,55,127,28,0,15
1300,53,90,21,0,65
1301,47,98,26,0,41
1302,30,205,12,0,1
1303,69,88,0,0,5
1304,44,101,0,0,3
1305,69,124,0,0,0
1306,98,60,0,0,5
1307,46,102,7,0,5
1308,75,126,32,0,12
1309,69,79,26,0,3
1310,115,134,5,0,20
1311,60,103,0,0,19
1312,59,115,0,0,14
1313,75,130,3,0,23
1314,93,90,21,0,9
1315,113,106,9,0,3
1316,105,108,32,0,22
1317,60,145,8,0,10
1318,34,107,5,0,0
1319,52,103,0,0,24
1320,65,123,20,250,34
1321,105,206,3,250,2
1322,65,134,11,0,0
1323,54,108,32,0,9
1324,80,135,3,0,11
1325,42,122,31,0,13
1326,53,134,74,0,22
1327,75,126,27,0,28
1328,79,117,41,0,20
1329,36,165,12,0,18
1330,58,99,19,250,36
1331,80,153,4,0,51
1332,35,117,30,0,9
1333,62,99,6,0,29
1334,93,135,38,0,54
1335,95,108,18,0,12
1336,62,75,0,0,8
1337,69,151,5,0,16
1338,28,80,26,250,12
1339,53,89,19,0,19
1340,54,124,19,0,11
1341,52,146,65,0,7
1342,43,98,6,0,4
1343,46,121,3,0,3
1344,41,161,0,0,9
1345,35,106,9,0,50
1346,60,91,17,250,12
1347,41,106,0,0,7
1348,44,124,34,0,32
1349,41,122,29,0,18
1350,36,86,5,0,8
1351,65,105,0,0,20
1352,52,138,7,0,11
1353,48,108,0,0,14
1354,65,90,14,0,7
1355,34,182,0,0,2
1356,31,121,3,0,33
1357,21,101,19,0,26
1358,42,110,31,0,0
1359,60,140,2,0,7
1360,70,151,26,0,50
1361,44,102,7,0,28
1362,27,174,29,0,33
1363,61,184,3,0,30
1364,51,140,52,250,11
1365,43,122,31,0,11
1366,26,94,15,0,3
1367,66,163,11,0,0
1368,35,145,23,0,57
1369,45,157,7,0,19
1370,44,116,44,0,2
1371,28,82,2,0,13
1372,19,97,22,0,70
1373,35,124,8,0,15
1374,38,123,15,0,8
1375,16,131,0,0,14
1376,41,92,6,0,10
1377,30,90,0,0,43
1378,58,137,39,0,12
1379,37,95,15,0,28
1380,27,131,24,0,0
1381,29,121,9,0,0
1382,63,136,38,250,9
1383,37,95,35,0,37
1384,46,118,0,250,5
1385,50,153,10,0,34
1386,18,159,0,0,25
1387,26,107,51,0,19
1388,59,104,0,0,0
1389,23,89,8,0,0
1390,28,92,9,0,37
1391,23,117,18,250,19
1392,21,110,6,0,6
1393,56,134,0,0,11
1394,14,183,11,0,4
1395,37,117,30,0,6
1396,11,102,78,0,14
1397,15,135,0,250,19
1398,35,118,89,0,0
1399,41,148,36,250,15
1400,27,90,0,0,41
1401,20,108,0,0,0
1402,8,118,25,0,11
1403,13,109,26,0,53
1404,16,69,3,0,10
1405,30,115,2,0,19
1406,10,143,6,0,28
1407,20,110,11,0,0
1408,24,125,11,0,0
1409,4,142,9,0,4
1410,18,135,23,0,11
1411,18,98,25,0,9
1412,16,96,0,0,0
1413,20,87,25,0,0
1414,11,107,10,0,18
1415,4,99,10,0,29
1416,15,97,2,0,0
1417,30,139,26,0,13
1418,51,115,10,0,0
1419,23,112,6,0,9
1420,8,109,7,0,5
1421,26,173,3,0,7
1422,15,145,12,0,7
1423,41,160,6,0,17
1424,5,125,18,0,17
1425,19,214,4,0,11
1426,7,141,26,0,5
1427,11,132,38,250,3
1428,11,118,5,0,54
1429,20,137,0,0,10
1430,11,152,57,0,15
1431,10,136,29,0,21
1432,27,134,6,0,20
1433,3,106,13,0,5
1434,16,105,6,0,19
1435,5,95,11,0,5
1436,3,121,3,0,14
1437,18,99,7,0,23
1438,6,81,1,0,1
1439,12,85,18,0,12
1440,12,126,3,0,5
1441,2,81,12,0,14
1442,18,72,7,0,4
1443,16,112,8,0,5
1444,13,78,6,0,13
1445,1,52,19,0,7
1446,20,38,7,0,9
1447,1,46,1,0,4
1448,14,31,12,0,8
1449,0,36,2,0,23
1450,19,43,15,250,3
1451,0,72,0,0,0
1452,11,62,8,0,8
1453,0,14,0,0,0
1454,3,18,5,0,6
1455,0,27,0,0,0
1456,0,36,9,0,24
1457,7,3,0,0,0
1458,0,15,0,0,0
1459,0,13,9,0,10
1460,0,5,0,0,0
